"","sample_id","project","locus","seqdepth_ok","artefact_type","nb_reads_postmetabaR","nb_motus_postmetabaR"
"103","ADE_21_00471","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",17832,102
"104","ADE_21_00472","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",29522,134
"105","ADE_21_00473","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",58042,165
"106","ADE_21_00474","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",40480,86
"107","ADE_21_00475","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",39162,79
"108","ADE_21_00476","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22321,124
"109","ADE_21_00477","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",56189,141
"110","ADE_21_00479","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22229,100
"111","ADE_21_00480","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",24751,116
"112","ADE_21_00481","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22874,53
"113","ADE_21_00483","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",34878,119
"114","ADE_21_00484","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22333,177
"115","ADE_21_00485","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",44823,141
"116","ADE_21_00486","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",26144,112
"117","ADE_21_00487","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",37758,159
"118","ADE_21_00488","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",44112,125
"119","ADE_21_00489","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22900,225
"120","ADE_21_00490","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",38167,126
"121","ADE_21_00491","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",35864,80
"122","ADE_21_00492","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",38848,73
"123","ADE_21_00493","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",52095,194
"124","ADE_21_00494","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",36001,139
"125","ADE_21_00496","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",22690,170
"126","ADE_21_00498","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",31358,160
"127","ADE_21_00499","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",23081,168
"128","ADE_21_00500","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",20894,112
"129","ADE_21_00502","PPO.Godbout.2021","16Schord",TRUE,"Not artefactual",47295,87
