"","X","ID_ADNe","Site","ID_reception","Latitude","Longitude","Depth_CTD","Tide","Depth_m","Temperature","Salinity","Date","Project","Locus"
"318",318,"ADE_21_00478","Godbout","20M4-a",49.2987400107086,-67.6982600055635,"21.37",2.6,18.77,"1.54","30.8","2021-06-03","PPO.Godbout.2021","MiFishU"
"322",322,"ADE_21_00479","Godbout","2M3-a",49.3026820197701,-67.6983819622546,"3.5",2.8,0.7,"8.51","25.6","2021-06-03","PPO.Godbout.2021","MiFishU"
"326",326,"ADE_21_00480","Godbout","14M2-a",49.2990909609944,-67.6989629957825,"18.66",2.6,16.06,"1.31","31.17","2021-06-03","PPO.Godbout.2021","MiFishU"
"330",330,"ADE_21_00481","Godbout","14M3-b",49.2990489676595,-67.698634006083,"18.28",2.8,15.48,"1.36","31.12","2021-06-03","PPO.Godbout.2021","MiFishU"
"334",334,"ADE_21_00482","Godbout","2M3-c",49.3026820197701,-67.6983819622546,"3.5",2.8,0.7,"8.51","25.6","2021-06-03","PPO.Godbout.2021","MiFishU"
"338",338,"ADE_21_00483","Godbout","2M2-a",49.3027289584279,-67.6986409630626,"4.3499999999999996",2.8,1.55,"7.06","26.39","2021-06-03","PPO.Godbout.2021","MiFishU"
"346",346,"ADE_21_00485","Godbout","2M1-b",49.3027430400252,-67.6989779993892,"4.7699999999999996",2.8,1.97,"6.5","26.74","2021-06-03","PPO.Godbout.2021","MiFishU"
"350",350,"ADE_21_00486","Godbout","14M1-c",49.2992180306464,-67.699617035687,"18.670000000000002",2.6,16.07,"2.0499999999999998","30.46","2021-06-03","PPO.Godbout.2021","MiFishU"
"354",354,"ADE_21_00487","Godbout","20M4-c",49.2987400107086,-67.6982600055635,"21.37",2.6,18.77,"1.54","30.8","2021-06-03","PPO.Godbout.2021","MiFishU"
"358",358,"ADE_21_00488","Godbout","11M1-a",49.300606995821,-67.6987810246646,"12.3",2.2,10.1,"3.44","29.21","2021-06-03","PPO.Godbout.2021","MiFishU"
"362",362,"ADE_21_00489","Godbout","40M1-a",49.2948440182954,-67.6989999599755,"36.840000000000003",1.9,34.94,"1.01","31.35","2021-06-03","PPO.Godbout.2021","MiFishU"
"366",366,"ADE_21_00490","Godbout","11M4-a",49.3002920038998,-67.6980160083622,"12.23",1.8,10.43,"3.7","28.81","2021-06-03","PPO.Godbout.2021","MiFishU"
"370",370,"ADE_21_00491","Godbout","11M4-c",49.3002920038998,-67.6980160083622,"12.23",1.8,10.43,"3.7","28.81","2021-06-03","PPO.Godbout.2021","MiFishU"
"378",378,"ADE_21_00493","Godbout","11M3-a",49.3004090152681,-67.6982829719782,"12.76",1.8,10.96,"3.78","28.91","2021-06-03","PPO.Godbout.2021","MiFishU"
"386",386,"ADE_21_00496","Godbout","40M1-b",49.2948440182954,-67.6989999599755,"36.840000000000003",1.9,34.94,"1.01","31.35","2021-06-03","PPO.Godbout.2021","MiFishU"
"390",390,"ADE_21_00497","Godbout","11M2-b",49.3004980310798,-67.6984900049865,"12.19",2.2,9.99,"3.76","28.92","2021-06-03","PPO.Godbout.2021","MiFishU"
"394",394,"ADE_21_00498","Godbout","11M3-c",49.3004090152681,-67.6982829719782,"12.76",1.8,10.96,"3.78","28.91","2021-06-03","PPO.Godbout.2021","MiFishU"
"398",398,"ADE_21_00499","Godbout","11M3-b",49.3004090152681,-67.6982829719782,"12.76",1.8,10.96,"3.78","28.91","2021-06-03","PPO.Godbout.2021","MiFishU"
"402",402,"ADE_21_00500","Godbout","40M1-c",49.2948440182954,-67.6989999599755,"36.840000000000003",1.9,34.94,"1.01","31.35","2021-06-03","PPO.Godbout.2021","MiFishU"
"406",406,"ADE_21_00501","Godbout","11M1-c",49.300606995821,-67.6987810246646,"12.3",2.2,10.1,"3.44","29.21","2021-06-03","PPO.Godbout.2021","MiFishU"
"410",410,"ADE_21_00502","Godbout","20M2-b",49.29887,-67.69871,"19.71",2.7,17.01,"1.32","31.1","2021-06-01","PPO.Godbout.2021","MiFishU"
"414",414,"ADE_21_00503","Godbout","20M2-c",49.29887,-67.69871,"19.71",2.7,17.01,"1.32","31.1","2021-06-01","PPO.Godbout.2021","MiFishU"
"418",418,"ADE_21_00504","Godbout","20M3-b",49.29881,-67.69819,"21.85",2.2,19.65,"1.33","31.12","2021-06-01","PPO.Godbout.2021","MiFishU"
